a. End User Information,,,,,,,b. Persona Information,,,,,,,,,,,,,,,,,,
1. First Name,2. Last Name,3. Age,4. Residence Address,5. Country of ID,6. Device Information,7. IP Address,8. Fraud Status (Ground Truth),9. Verification ID,10. Verification Status,11. Verification Created Date,12. Color Inconsistency Detection,13. Barcode Detection,14. Extraction Inconsistency Detection,15. Inquiry Comparison,16. Disallowed Type Detection,17. Compromised Detection,18. MRZ Detection,19. Expired Detection,20. Disallowed Country Detection,21. Entity Detection,22. Portrait Detection,23. Account Comparison,24. Selfie Comparison,25. Extracted Properties Detection,26. Tamper Detection
Cynthia,Cook,80,"USS Davis
FPO AA 94383",Macedonia,Mozilla/5.0 (Android 1.5; Mobile; rv:22.0) Gecko/22.0 Firefox/22.0,112.141.243.109,FALSE,6227725,passed,4/18/2021 22:39:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Michelle,Ross,39,"0481 Boyer View Suite 537
Lake Charles, AR 66280",Taiwan,iPad; CPU iPad OS 14_2_1 like Mac OS X,199.218.246.178,FALSE,4213770,failed,1/12/2021 19:13:00,passed,passed,passed,passed,failed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Christopher,Charles,28,"837 Lewis Extension Suite 267
West Ralph, SD 30015",United States,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,209.222.134.91,FALSE,8410255,passed,3/8/2021 3:45:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Emily,Tucker,38,"6035 Smith Forge
Maxwellview, MI 68357",United States,iPad; CPU iPad OS 9_3_5 like Mac OS X,160.93.173.2,FALSE,6533054,passed,2/27/2021 21:49:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Robin,Estrada,50,"17936 Hale Locks Apt. 883
Port Jennifer, AL 36033",United States,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10 6_9 rv:4.0; gd-GB) AppleWebKit/535.37.4 (KHTML, like Gecko) Version/4.0 Safari/535.37.4",68.24.113.72,FALSE,1418074,passed,4/22/2021 21:23:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Laura,Miller,83,"54342 Baker Route
Duaneborough, WY 15335",Peru,Mozilla/5.0 (compatible; MSIE 8.0; Windows CE; Trident/3.0),128.110.240.128,FALSE,1331513,passed,5/16/2021 18:17:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Erin,Mendoza,40,"USNV Gibson
FPO AA 24613",United States,Android 7.1.1,65.28.115.160,FALSE,1262006,passed,4/22/2021 21:15:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Cynthia,Luna,80,"Unit 0704 Box 0874
DPO AE 80349",United States,Android 5.1,32.104.230.185,Image Quality,1291131,passed,4/23/2021 12:34:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
James,Thornton,63,"8345 Solomon Fort
New Keith, MO 97153",United States,Opera/8.86.(X11; Linux i686; ms-MY) Presto/2.9.170 Version/11.00,90.198.150.129,FALSE,7845137,passed,4/30/2021 0:19:00,passed,not_applicable,not_applicable,not_applicable,passed,passed,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed
Jessica,Hanson,39,"335 Carl Valleys
Lake John, UT 52390",United States,iPad; CPU iPad OS 3_1_3 like Mac OS X,196.242.197.234,FALSE,1161840,passed,5/15/2021 2:51:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Aaron,Bright,75,"6600 Nicholas Drive
New Marytown, MO 13299",United States,Mozilla/5.0 (Android 2.3.6; Mobile; rv:31.0) Gecko/31.0 Firefox/31.0,133.9.104.237,FALSE,6237124,passed,3/23/2021 1:10:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Lisa,Gallegos,32,"35733 Wong Port
South Amberstad, IN 87031",United States,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/4.1),6.246.161.12,FALSE,1029264,failed,5/6/2021 3:17:00,passed,failed,not_applicable,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Melanie,Perez,83,"158 Kenneth Hills Suite 590
North Thomasstad, CO 80384",United States,Android 5.1,1.43.226.89,TRUE,2826209,failed,4/7/2021 1:14:00,not_applicable,failed,not_applicable,failed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Jerry,Blair,78,"1203 Brenda Summit Apt. 132
North Lauraport, GA 40421",United States,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) CriOS/31.0.863.0 Mobile/42R673 Safari/535.0",152.4.114.212,FALSE,2411786,passed,5/16/2021 17:06:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Mark,Thomas,58,"888 Howell Squares Suite 026
Anthonybury, VT 03846",United States,Opera/9.38.(Windows NT 6.1; hne-IN) Presto/2.9.167 Version/12.00,221.51.146.36,FALSE,1355416,passed,3/15/2021 19:14:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Stephen,Hatfield,76,"98486 Kelly Street
Mitchellville, PA 84082",United States,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,34.161.186.88,FALSE,7454168,failed,5/15/2021 18:28:00,not_applicable,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Matthew,Orr,28,"38908 Kevin Meadow Apt. 979
Lake Shannon, MS 25731",United States,Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/5.0),209.94.58.199,FALSE,1028754,passed,2/18/2021 4:26:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Melissa,Ellison,46,"097 Juan Underpass
Linshire, ME 96766",United States,Opera/8.50.(Windows NT 6.0; sl-SI) Presto/2.9.174 Version/12.00,59.219.96.160,FALSE,2457526,failed,4/15/2021 20:22:00,passed,passed,passed,failed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Scott,Sexton,26,"6005 Larson Canyon
Oconnorberg, WA 39433",United States,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/5.0),64.17.39.202,FALSE,8758193,failed,1/12/2021 4:41:00,passed,passed,passed,failed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Jesse,Wright,75,"5511 William Gateway
Victorberg, WY 44858",United States,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/535.39.1 (KHTML, like Gecko) Version/4.0.5 Safari/535.39.1",8.97.28.12,Image Quality,6292504,failed,4/13/2021 14:46:00,not_applicable,failed,not_applicable,failed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Joseph,Crawford,46,"PSC 1260, Box 9383
APO AA 39284",United States,Mozilla/5.0 (Android 7.1; Mobile; rv:67.0) Gecko/67.0 Firefox/67.0,134.163.239.183,Image Quality,6876690,failed,5/15/2021 16:01:00,not_applicable,passed,failed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Douglas,Carlson,27,"3707 Combs Flats
Rosstown, OK 97674",United States,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,203.161.60.22,FALSE,3610549,passed,5/4/2021 16:16:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Alisha,Nguyen,82,"045 Daniels Fall Apt. 827
Lindsayshire, VA 07593",United States,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/2014-04-12 01:42:34 Firefox/11.0,147.96.41.164,Image Quality,1555818,passed,3/12/2021 20:36:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Andrew,Guzman,77,"13638 Munoz Loaf Suite 213
Elizabethfurt, UT 73756",United States,iPhone; CPU iPhone OS 14_2 like Mac OS X,61.90.135.219,FALSE,7548886,passed,3/11/2021 18:33:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Seth,Martinez,77,"271 Brent Turnpike
Port Ryan, UT 58304",United States,Mozilla/5.0 (Windows NT 5.01; nhn-MX; rv:1.9.0.20) Gecko/2017-06-22 04:38:50 Firefox/10.0,38.199.20.142,FALSE,5652515,failed,5/14/2021 19:14:00,passed,not_applicable,not_applicable,not_applicable,passed,passed,failed,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Rebecca,Hays,67,"9155 Shannon Port
Avilabury, IN 84449",United States,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,176.232.128.39,FALSE,7794574,passed,5/1/2021 12:10:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Jeffrey,Patel,70,"8027 Watts Squares
North Maria, RI 22218",United States,Android 4.2,82.103.197.55,FALSE,5307280,failed,5/2/2021 23:47:00,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Kayla,Hill,55,"58651 Aguilar Lane
West James, DE 86220",United States,Android 5.0.2,172.73.147.8,FALSE,4033648,failed,1/15/2021 2:58:00,passed,failed,not_applicable,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Joseph,Powell,19,"60614 Johnson Alley Suite 734
Aliciabury, IA 15040",United States,Android 4.0,68.3.36.130,TRUE,7489867,failed,3/7/2021 2:16:00,not_applicable,failed,not_applicable,not_applicable,failed,passed,not_applicable,not_applicable,passed,failed,passed,not_applicable,not_applicable,passed,passed
Lisa,Johnson,33,"72023 Maynard Knolls
Griffinberg, OK 26420",United States,Opera/9.79.(X11; Linux x86_64; ru-UA) Presto/2.9.178 Version/10.00,77.159.120.24,Image Quality,4189113,failed,4/20/2021 21:25:00,not_applicable,not_applicable,not_applicable,not_applicable,failed,passed,failed,not_applicable,passed,failed,passed,not_applicable,not_applicable,passed,passed
Katie,Smith,58,"3808 Johnson Canyon Apt. 598
Port Anthony, TX 91075",United States,Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/4.0),162.198.151.102,FALSE,7627101,passed,1/14/2021 12:23:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Mark,Johnson,85,"2396 Karen Branch Apt. 232
North Michellemouth, CA 81255",United States,Android 3.2.1,75.175.144.243,Image Quality,5298301,failed,5/5/2021 20:23:00,passed,failed,not_applicable,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Erin,Long,40,"4590 Jesse Walk
Chavezberg, MT 77393",Cameroon,iPhone; CPU iPhone OS 14_2 like Mac OS X,172.104.53.129,FALSE,4865123,passed,5/23/2021 21:59:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Jamie,Bernard,57,"PSC 6710, Box 1025
APO AP 47465",United States,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_6 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) CriOS/60.0.887.0 Mobile/01A665 Safari/531.2",38.208.23.245,Image Quality,7872168,failed,5/3/2021 13:25:00,passed,passed,failed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Thomas,Molina,85,"112 Kennedy Row Apt. 314
Holmestown, ID 67203",United States,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/37.0.892.0 Safari/533.0",221.109.28.64,FALSE,4454038,failed,4/21/2021 21:28:00,passed,passed,failed,passed,passed,passed,not_applicable,passed,passed,failed,passed,not_applicable,not_applicable,passed,passed
Antonio,Weber,28,"192 Young Valley Apt. 922
Hodgesmouth, SD 83498",United States,iPad; CPU iPad OS 3_1_3 like Mac OS X,44.54.164.126,FALSE,3218181,passed,4/24/2021 12:51:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Anthony,Humphrey,33,"74835 Teresa Island Suite 247
South Ronald, ME 96572",United States,iPad; CPU iPad OS 4_2_1 like Mac OS X,180.209.5.147,FALSE,1860785,failed,12/31/2020 0:48:00,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Benjamin,Bell,60,"62824 Gonzalez Burg Apt. 445
Lake Brendaport, TX 98423",United States,Android 7.0,12.146.21.37,FALSE,2221067,passed,1/18/2021 23:59:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Larry,Campos,72,"74911 Sanders Junctions
Alistad, WY 04279",United States,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Trident/4.1),10.103.41.39,FALSE,1805056,passed,5/2/2021 5:54:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Kimberly,Collins,35,"0550 Paula Haven Apt. 234
Lake Tylerhaven, LA 94555",United States,iPad; CPU iPad OS 10_3_4 like Mac OS X,76.46.24.255,FALSE,1813358,passed,5/24/2021 22:56:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Jason,Fleming,55,"22065 Gross Crescent Suite 009
West Nicholeburgh, MA 62611",United States,Android 4.4.1,62.252.112.243,FALSE,6387389,passed,3/10/2021 4:33:00,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Daniel,Hickman,78,"Unit 8912 Box 8736
DPO AA 18472",United States,iPad; CPU iPad OS 10_3_4 like Mac OS X,222.149.198.118,FALSE,5807073,failed,4/2/2021 2:13:00,passed,passed,passed,passed,failed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
David,Lee,72,"256 Amy Crescent
Jeffreyton, OK 86155",United States,Android 4.4.3,106.67.168.161,FALSE,1377103,passed,5/22/2021 20:53:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Troy,Barajas,-56,"672 Elizabeth Stravenue Apt. 365
South Joshuafurt, AL 20703",United States,Android 10,67.63.163.239,FALSE,1500433,failed,1/5/2021 22:56:00,passed,failed,not_applicable,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Kaitlin,Flores,27,"2887 Wang Keys
Davisburgh, OK 64567",United States,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 10.0; Trident/4.0),97.191.160.54,FALSE,4714779,failed,5/15/2021 22:30:00,passed,passed,passed,passed,failed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Melissa,Daniels,68,"4983 Madeline Plains
New Patrickport, VA 26985",United States,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 8_6 rv:2.0; ve-ZA) AppleWebKit/534.5.4 (KHTML, like Gecko) Version/5.1 Safari/534.5.4",15.156.99.46,FALSE,1745881,failed,1/14/2021 10:55:00,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Debra,Mejia,78,"415 Tanya Drives Apt. 288
Howardfort, WI 56339",United States,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/27.0.820.0 Safari/534.1",161.23.252.82,FALSE,7148323,passed,5/8/2021 1:14:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Philip,Mcdonald,62,"73530 Berger Coves
Maliktown, CO 75328",United States,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.0; Trident/3.1),92.250.226.245,Image Quality,2819403,failed,5/10/2021 3:23:00,passed,passed,passed,passed,failed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Michael,Abbott,51,"0822 Mario Fort Suite 868
Port Jacob, RI 55054",United States,iPad; CPU iPad OS 12_4_8 like Mac OS X,193.217.73.155,FALSE,5077641,failed,5/24/2021 21:29:00,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Steven,Miller,39,"868 Johnson Mountains
West Jesusburgh, IA 12350",United States,Opera/9.68.(X11; Linux x86_64; ti-ER) Presto/2.9.189 Version/10.00,75.194.147.244,FALSE,5942761,failed,5/15/2021 20:40:00,not_applicable,not_applicable,not_applicable,passed,passed,passed,failed,not_applicable,passed,passed,passed,not_applicable,not_applicable,passed,passed
John,Taylor,22,"01718 Frye Falls
Ramoshaven, TN 67295",United States,Android 3.0,59.125.225.206,FALSE,2169368,failed,5/12/2021 14:16:00,passed,passed,passed,passed,passed,passed,not_applicable,failed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Brandon,Burns,25,"08883 Lawrence Squares Apt. 089
Dianaville, ND 28637",United States,iPad; CPU iPad OS 5_1_1 like Mac OS X,46.174.253.65,FALSE,6781360,passed,1/19/2021 18:59:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Sara,Freeman,57,"5758 Bryant Village
Cannonshire, OR 33947",United States,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,80.154.24.85,FALSE,3784251,passed,3/17/2021 22:04:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Jessica,Mitchell,78,"Unit 7108 Box 7710
DPO AE 42740",United States,Opera/8.94.(Windows NT 5.2; om-KE) Presto/2.9.187 Version/11.00,72.44.109.41,FALSE,6397606,failed,5/4/2021 17:53:00,passed,failed,not_applicable,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Gina,Valenzuela,43,"020 Brewer Hills Suite 559
East Kelsey, SD 89711",United States,iPad; CPU iPad OS 3_1_3 like Mac OS X,145.254.237.54,FALSE,4024554,failed,5/14/2021 22:19:00,passed,failed,not_applicable,passed,failed,passed,not_applicable,failed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Christine,Lewis,65,"5512 Castillo Fields
New Nicholas, MI 43936",United States,Mozilla/5.0 (Windows 95; ga-IE; rv:1.9.2.20) Gecko/2014-11-07 01:40:58 Firefox/3.8,115.133.87.178,FALSE,6334326,passed,5/23/2021 5:55:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
James,Lee,80,"00066 Alice Mount
East Laurashire, LA 98242",United States,Android 10,28.56.247.215,FALSE,1171444,failed,5/3/2021 8:48:00,passed,failed,not_applicable,not_applicable,failed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Laura,Brown,24,"Unit 5285 Box 1744
DPO AP 86599",United States,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,159.164.239.50,FALSE,6711746,failed,3/18/2021 13:58:00,passed,passed,passed,passed,failed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Brian,Jones,65,"759 Tamara Trail Suite 285
Deborahville, NM 87889",United States,Android 4.1,19.107.99.124,TRUE,1981639,failed,5/3/2021 1:53:00,not_applicable,failed,not_applicable,not_applicable,passed,passed,not_applicable,not_applicable,passed,failed,passed,not_applicable,not_applicable,passed,passed
Tina,Brady,79,"32416 Douglas Lodge
Margaretfurt, VT 43538",United States,Android 2.0.1,82.159.238.122,Image Quality,6046107,failed,4/8/2021 3:48:00,not_applicable,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Leslie,Mcdonald,63,"7931 Bradley Passage
Port Susan, WI 23090",Madagascar,iPad; CPU iPad OS 14_2 like Mac OS X,138.180.191.118,FALSE,7912903,passed,5/1/2021 14:44:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Elizabeth,Coleman,44,"65270 Cohen Estates Suite 390
Larryside, WY 72698",United States,iPad; CPU iPad OS 4_2_1 like Mac OS X,157.97.230.229,FALSE,1164922,passed,5/4/2021 18:20:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Steven,Booth,50,"56325 Macdonald Estates Apt. 849
South Elizabeth, CA 10921",United States,iPhone; CPU iPhone OS 6_1_6 like Mac OS X,35.120.141.190,FALSE,8638116,passed,5/24/2021 5:14:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Laura,Miller,66,"396 Miranda Motorway Apt. 425
New Josephton, CO 86084",Equatorial Guinea,iPad; CPU iPad OS 6_1_6 like Mac OS X,157.98.220.163,Image Quality,6954609,failed,3/1/2021 19:24:00,not_applicable,failed,not_applicable,not_applicable,failed,passed,not_applicable,not_applicable,passed,failed,failed,not_applicable,not_applicable,passed,passed
Brian,Mcmahon,40,"69983 Sanchez Wells
Pettyside, ND 91981",United States,iPhone; CPU iPhone OS 10_3_4 like Mac OS X,31.125.48.76,FALSE,6601890,failed,4/16/2021 19:41:00,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Alicia,Torres,63,"PSC 4095, Box 8315
APO AE 90464",United States,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) FxiOS/10.6r6725.0 Mobile/08I518 Safari/535.0",145.63.134.177,FALSE,4207406,passed,4/8/2021 19:17:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Mario,Gonzales,35,"5407 Matthews Isle
Turnerfort, NY 63094",United States,iPad; CPU iPad OS 5_1_1 like Mac OS X,178.101.131.195,FALSE,7910915,passed,12/30/2020 17:05:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Jill,Murphy,57,"8371 Barker Landing Suite 728
Port Kellytown, PA 85309",Burundi,Android 4.3.1,51.121.141.175,FALSE,2637604,passed,2/18/2021 15:07:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Erin,Morgan,47,"70544 Wang Ville Apt. 229
Armstrongborough, WI 95284",United States,iPad; CPU iPad OS 12_4_8 like Mac OS X,6.43.125.21,Image Quality,5193646,passed,4/27/2021 22:13:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Michelle,Neal,43,"USNS Jackson
FPO AE 74171",United States,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/533.34.4 (KHTML, like Gecko) Version/4.0.4 Safari/533.34.4",40.203.248.193,FALSE,5938786,failed,4/27/2021 21:45:00,passed,passed,failed,passed,passed,passed,not_applicable,failed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Robert,Wright,77,"472 Merritt Fields Suite 832
New Stephanie, HI 86971",United States,Opera/9.58.(X11; Linux x86_64; tcy-IN) Presto/2.9.188 Version/11.00,83.114.115.86,TRUE,1505521,failed,2/2/2021 9:54:00,not_applicable,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Laura,Duffy,17,"2737 Jerry Circles Apt. 560
Mayerbury, MT 25741",United States,iPad; CPU iPad OS 10_3_3 like Mac OS X,3.84.200.149,FALSE,6905535,passed,5/13/2021 6:19:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Regina,Ross,81,"817 Janice Coves Apt. 319
Jadehaven, NM 79466",Oman,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/2011-11-20 13:24:05 Firefox/3.8,131.199.124.130,FALSE,5806705,passed,3/25/2021 21:15:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Linda,Hill,73,"802 Lindsay Bypass Apt. 357
Kimberlyborough, KY 93633",Slovakia (Slovak Republic),Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.01; Trident/5.1),17.12.11.248,FALSE,7121519,passed,5/8/2021 17:43:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
James,Patton,81,"11661 Shelton Village Apt. 019
Lake Ashley, ME 69695",United States,Android 1.5,38.92.9.154,FALSE,7539549,failed,5/23/2021 15:54:00,failed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
William,Harper,45,"7913 Smith Walk Suite 376
Mariaborough, DC 99132",United States,iPad; CPU iPad OS 10_3_4 like Mac OS X,217.169.216.242,FALSE,5122451,passed,5/14/2021 22:31:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Victoria,White,31,"17556 Franklin Village Apt. 461
Lake Josephmouth, AZ 36746",Afghanistan,Mozilla/5.0 (Windows NT 5.01; nl-NL; rv:1.9.1.20) Gecko/2020-01-28 02:16:33 Firefox/9.0,163.57.67.228,FALSE,2546466,passed,4/7/2021 3:32:00,passed,not_applicable,not_applicable,passed,passed,passed,passed,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Mary,Garza,82,"7526 Karen Knoll
Josephfurt, HI 38055",United States,Android 7.0,38.82.52.255,FALSE,6503918,passed,4/14/2021 2:41:00,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Kevin,Avery,23,"4401 Zamora Land Suite 327
East Williamberg, CO 28836",Netherlands Antilles,iPad; CPU iPad OS 3_1_3 like Mac OS X,200.175.164.37,FALSE,3784879,failed,2/7/2021 1:33:00,not_applicable,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Carolyn,Douglas,47,"00979 Montes Trace
New Angelaborough, TX 39930",Romania,Mozilla/5.0 (compatible; MSIE 7.0; Windows 95; Trident/5.0),171.244.27.228,FALSE,2011807,passed,1/30/2021 20:36:00,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Richard,Reed,46,"USNV Cole
FPO AA 28429",United States,iPad; CPU iPad OS 14_2_1 like Mac OS X,116.101.82.52,TRUE,7428420,failed,3/17/2021 17:31:00,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Diana,Patton,71,"9655 Allen Way Suite 315
South Donna, SD 47597",United States,Android 4.4.3,76.35.19.162,TRUE,1703771,failed,3/24/2021 16:11:00,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
