1. First Name,2. Last Name,3. Age,4. Residence Address,state,zip_code,city,5. Country of ID,6. Device Information,browser,device,device_os,7. IP Address,8. Fraud Status (Ground Truth),9. Verification ID,10. Verification Status,11. Verification Created Date,date,hour,weekday,DayOfMonth,MonthName,Year,day_pary,12. Color Inconsistency Detection,13. Barcode Detection,14. Extraction Inconsistency Detection,15. Inquiry Comparison,16. Disallowed Type Detection,17. Compromised Detection,18. MRZ Detection,19. Expired Detection,20. Disallowed Country Detection,21. Entity Detection,22. Portrait Detection,23. Account Comparison,24. Selfie Comparison,25. Extracted Properties Detection,26. Tamper Detection
Thomas,Molina,85,"112 Kennedy Row Apt. 314
Holmestown, ID 67203",ID,67203,Holmestown,United States,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/37.0.892.0 Safari/533.0",Chrome,desktop,Windows,221.109.28.64,FALSE,4454038,failed,2021-04-21 21:28:00,2021-04-21,21,Wed,21,Apr,2021,late evening,passed,passed,failed,passed,passed,passed,not_applicable,passed,passed,failed,passed,not_applicable,not_applicable,passed,passed
Antonio,Weber,28,"192 Young Valley Apt. 922
Hodgesmouth, SD 83498",SD,83498,Hodgesmouth,United States,iPad; CPU iPad OS 3_1_3 like Mac OS X,Other,mobile,Mac,44.54.164.126,FALSE,3218181,passed,2021-04-24 12:51:00,2021-04-24,12,Sat,24,Apr,2021,early afternoon,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Anthony,Humphrey,33,"74835 Teresa Island Suite 247
South Ronald, ME 96572",ME,96572,South Ronald,United States,iPad; CPU iPad OS 4_2_1 like Mac OS X,Other,mobile,Mac,180.209.5.147,FALSE,1860785,failed,2020-12-31 00:48:00,2020-12-31,0,Thu,31,Dec,2020,night,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Benjamin,Bell,60,"62824 Gonzalez Burg Apt. 445
Lake Brendaport, TX 98423",TX,98423,Lake Brendaport,United States,Android 7.0,Other,mobile,Android,12.146.21.37,FALSE,2221067,passed,2021-01-18 23:59:00,2021-01-18,23,Mon,18,Jan,2021,night,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Larry,Campos,72,"74911 Sanders Junctions
Alistad, WY 04279",WY,04279,Alistad,United States,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Trident/4.1),Internet Explorer,desktop,Windows,10.103.41.39,FALSE,1805056,passed,2021-05-02 05:54:00,2021-05-02,5,Sun,2,May,2021,night,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Kimberly,Collins,35,"0550 Paula Haven Apt. 234
Lake Tylerhaven, LA 94555",LA,94555,Lake Tylerhaven,United States,iPad; CPU iPad OS 10_3_4 like Mac OS X,Other,mobile,Mac,76.46.24.255,FALSE,1813358,passed,2021-05-24 22:56:00,2021-05-24,22,Mon,24,May,2021,late evening,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Jason,Fleming,55,"22065 Gross Crescent Suite 009
West Nicholeburgh, MA 62611",MA,62611,West Nicholeburgh,United States,Android 4.4.1,Other,mobile,Android,62.252.112.243,FALSE,6387389,passed,2021-03-10 04:33:00,2021-03-10,4,Wed,10,Mar,2021,night,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Daniel,Hickman,78,"Unit 8912 Box 8736
DPO AA 18472",AA,18472,military,United States,iPad; CPU iPad OS 10_3_4 like Mac OS X,Other,mobile,Mac,222.149.198.118,FALSE,5807073,failed,2021-04-02 02:13:00,2021-04-02,2,Fri,2,Apr,2021,night,passed,passed,passed,passed,failed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
David,Lee,72,"256 Amy Crescent
Jeffreyton, OK 86155",OK,86155,Jeffreyton,United States,Android 4.4.3,Other,mobile,Android,106.67.168.161,FALSE,1377103,passed,2021-05-22 20:53:00,2021-05-22,20,Sat,22,May,2021,late evening,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Troy,Barajas,-56,"672 Elizabeth Stravenue Apt. 365
South Joshuafurt, AL 20703",AL,20703,South Joshuafurt,United States,Android 10,Other,mobile,Android,67.63.163.239,FALSE,1500433,failed,2021-01-05 22:56:00,2021-01-05,22,Tue,5,Jan,2021,late evening,passed,failed,not_applicable,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Kaitlin,Flores,27,"2887 Wang Keys
Davisburgh, OK 64567",OK,64567,Davisburgh,United States,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 10.0; Trident/4.0),Internet Explorer,desktop,Windows,97.191.160.54,FALSE,4714779,failed,2021-05-15 22:30:00,2021-05-15,22,Sat,15,May,2021,late evening,passed,passed,passed,passed,failed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Melissa,Daniels,68,"4983 Madeline Plains
New Patrickport, VA 26985",VA,26985,New Patrickport,United States,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 8_6 rv:2.0; ve-ZA) AppleWebKit/534.5.4 (KHTML, like Gecko) Version/5.1 Safari/534.5.4",Internet Explorer,desktop,Mac,15.156.99.46,FALSE,1745881,failed,2021-01-14 10:55:00,2021-01-14,10,Thu,14,Jan,2021,late morning,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Debra,Mejia,78,"415 Tanya Drives Apt. 288
Howardfort, WI 56339",WI,56339,Howardfort,United States,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/27.0.820.0 Safari/534.1",Chrome,desktop,Linux,161.23.252.82,FALSE,7148323,passed,2021-05-08 01:14:00,2021-05-08,1,Sat,8,May,2021,night,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Philip,Mcdonald,62,"73530 Berger Coves
Maliktown, CO 75328",CO,75328,Maliktown,United States,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.0; Trident/3.1),Internet Explorer,desktop,Windows,92.250.226.245,Image Quality,2819403,failed,2021-05-10 03:23:00,2021-05-10,3,Mon,10,May,2021,night,passed,passed,passed,passed,failed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Michael,Abbott,51,"0822 Mario Fort Suite 868
Port Jacob, RI 55054",RI,55054,Port Jacob,United States,iPad; CPU iPad OS 12_4_8 like Mac OS X,Other,mobile,Mac,193.217.73.155,FALSE,5077641,failed,2021-05-24 21:29:00,2021-05-24,21,Mon,24,May,2021,late evening,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Steven,Miller,39,"868 Johnson Mountains
West Jesusburgh, IA 12350",IA,12350,West Jesusburgh,United States,Opera/9.68.(X11; Linux x86_64; ti-ER) Presto/2.9.189 Version/10.00,Opera,desktop,Linux,75.194.147.244,FALSE,5942761,failed,2021-05-15 20:40:00,2021-05-15,20,Sat,15,May,2021,late evening,not_applicable,not_applicable,not_applicable,passed,passed,passed,failed,not_applicable,passed,passed,passed,not_applicable,not_applicable,passed,passed
John,Taylor,22,"01718 Frye Falls
Ramoshaven, TN 67295",TN,67295,Ramoshaven,United States,Android 3.0,Other,mobile,Android,59.125.225.206,FALSE,2169368,failed,2021-05-12 14:16:00,2021-05-12,14,Wed,12,May,2021,afternoon,passed,passed,passed,passed,passed,passed,not_applicable,failed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Brandon,Burns,25,"08883 Lawrence Squares Apt. 089
Dianaville, ND 28637",ND,28637,Dianaville,United States,iPad; CPU iPad OS 5_1_1 like Mac OS X,Other,mobile,Mac,46.174.253.65,FALSE,6781360,passed,2021-01-19 18:59:00,2021-01-19,18,Tue,19,Jan,2021,evening,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Sara,Freeman,57,"5758 Bryant Village
Cannonshire, OR 33947",OR,33947,Cannonshire,United States,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,Other,mobile,Mac,80.154.24.85,FALSE,3784251,passed,2021-03-17 22:04:00,2021-03-17,22,Wed,17,Mar,2021,late evening,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Jessica,Mitchell,78,"Unit 7108 Box 7710
DPO AE 42740",AE,42740,military,United States,Opera/8.94.(Windows NT 5.2; om-KE) Presto/2.9.187 Version/11.00,Opera,desktop,Windows,72.44.109.41,FALSE,6397606,failed,2021-05-04 17:53:00,2021-05-04,17,Tue,4,May,2021,evening,passed,failed,not_applicable,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Gina,Valenzuela,43,"020 Brewer Hills Suite 559
East Kelsey, SD 89711",SD,89711,East Kelsey,United States,iPad; CPU iPad OS 3_1_3 like Mac OS X,Other,mobile,Mac,145.254.237.54,FALSE,4024554,failed,2021-05-14 22:19:00,2021-05-14,22,Fri,14,May,2021,late evening,passed,failed,not_applicable,passed,failed,passed,not_applicable,failed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Christine,Lewis,65,"5512 Castillo Fields
New Nicholas, MI 43936",MI,43936,New Nicholas,United States,Mozilla/5.0 (Windows 95; ga-IE; rv:1.9.2.20) Gecko/2014-11-07 01:40:58 Firefox/3.8,Internet Explorer,desktop,Windows,115.133.87.178,FALSE,6334326,passed,2021-05-23 05:55:00,2021-05-23,5,Sun,23,May,2021,night,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
James,Lee,80,"00066 Alice Mount
East Laurashire, LA 98242",LA,98242,East Laurashire,United States,Android 10,Other,mobile,Android,28.56.247.215,FALSE,1171444,failed,2021-05-03 08:48:00,2021-05-03,8,Mon,3,May,2021,early morning,passed,failed,not_applicable,not_applicable,failed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Laura,Brown,24,"Unit 5285 Box 1744
DPO AP 86599",AP,86599,military,United States,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,Other,mobile,Mac,159.164.239.50,FALSE,6711746,failed,2021-03-18 13:58:00,2021-03-18,13,Thu,18,Mar,2021,early afternoon,passed,passed,passed,passed,failed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Brian,Jones,65,"759 Tamara Trail Suite 285
Deborahville, NM 87889",NM,87889,Deborahville,United States,Android 4.1,Other,mobile,Android,19.107.99.124,TRUE,1981639,failed,2021-05-03 01:53:00,2021-05-03,1,Mon,3,May,2021,night,not_applicable,failed,not_applicable,not_applicable,passed,passed,not_applicable,not_applicable,passed,failed,passed,not_applicable,not_applicable,passed,passed
Tina,Brady,79,"32416 Douglas Lodge
Margaretfurt, VT 43538",VT,43538,Margaretfurt,United States,Android 2.0.1,Other,mobile,Android,82.159.238.122,Image Quality,6046107,failed,2021-04-08 03:48:00,2021-04-08,3,Thu,8,Apr,2021,night,not_applicable,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Leslie,Mcdonald,63,"7931 Bradley Passage
Port Susan, WI 23090",WI,23090,Port Susan,Madagascar,iPad; CPU iPad OS 14_2 like Mac OS X,Other,mobile,Mac,138.180.191.118,FALSE,7912903,passed,2021-05-01 14:44:00,2021-05-01,14,Sat,1,May,2021,afternoon,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Elizabeth,Coleman,44,"65270 Cohen Estates Suite 390
Larryside, WY 72698",WY,72698,Larryside,United States,iPad; CPU iPad OS 4_2_1 like Mac OS X,Other,mobile,Mac,157.97.230.229,FALSE,1164922,passed,2021-05-04 18:20:00,2021-05-04,18,Tue,4,May,2021,evening,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Steven,Booth,50,"56325 Macdonald Estates Apt. 849
South Elizabeth, CA 10921",CA,10921,South Elizabeth,United States,iPhone; CPU iPhone OS 6_1_6 like Mac OS X,Other,mobile,Mac,35.120.141.190,FALSE,8638116,passed,2021-05-24 05:14:00,2021-05-24,5,Mon,24,May,2021,night,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Laura,Miller,66,"396 Miranda Motorway Apt. 425
New Josephton, CO 86084",CO,86084,New Josephton,Equatorial Guinea,iPad; CPU iPad OS 6_1_6 like Mac OS X,Other,mobile,Mac,157.98.220.163,Image Quality,6954609,failed,2021-03-01 19:24:00,2021-03-01,19,Mon,1,Mar,2021,evening,not_applicable,failed,not_applicable,not_applicable,failed,passed,not_applicable,not_applicable,passed,failed,failed,not_applicable,not_applicable,passed,passed
Brian,Mcmahon,40,"69983 Sanchez Wells
Pettyside, ND 91981",ND,91981,Pettyside,United States,iPhone; CPU iPhone OS 10_3_4 like Mac OS X,Other,mobile,Mac,31.125.48.76,FALSE,6601890,failed,2021-04-16 19:41:00,2021-04-16,19,Fri,16,Apr,2021,evening,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Alicia,Torres,63,"PSC 4095, Box 8315
APO AE 90464",AE,90464,military,United States,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) FxiOS/10.6r6725.0 Mobile/08I518 Safari/535.0",Safari,mobile,Mac,145.63.134.177,FALSE,4207406,passed,2021-04-08 19:17:00,2021-04-08,19,Thu,8,Apr,2021,evening,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Mario,Gonzales,35,"5407 Matthews Isle
Turnerfort, NY 63094",NY,63094,Turnerfort,United States,iPad; CPU iPad OS 5_1_1 like Mac OS X,Other,mobile,Mac,178.101.131.195,FALSE,7910915,passed,2020-12-30 17:05:00,2020-12-30,17,Wed,30,Dec,2020,evening,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Jill,Murphy,57,"8371 Barker Landing Suite 728
Port Kellytown, PA 85309",PA,85309,Port Kellytown,Burundi,Android 4.3.1,Other,mobile,Android,51.121.141.175,FALSE,2637604,passed,2021-02-18 15:07:00,2021-02-18,15,Thu,18,Feb,2021,afternoon,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Erin,Morgan,47,"70544 Wang Ville Apt. 229
Armstrongborough, WI 95284",WI,95284,Armstrongborough,United States,iPad; CPU iPad OS 12_4_8 like Mac OS X,Other,mobile,Mac,6.43.125.21,Image Quality,5193646,passed,2021-04-27 22:13:00,2021-04-27,22,Tue,27,Apr,2021,late evening,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Michelle,Neal,43,"USNS Jackson
FPO AE 74171",AE,74171,military,United States,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/533.34.4 (KHTML, like Gecko) Version/4.0.4 Safari/533.34.4",Safari,desktop,Windows,40.203.248.193,FALSE,5938786,failed,2021-04-27 21:45:00,2021-04-27,21,Tue,27,Apr,2021,late evening,passed,passed,failed,passed,passed,passed,not_applicable,failed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Robert,Wright,77,"472 Merritt Fields Suite 832
New Stephanie, HI 86971",HI,86971,New Stephanie,United States,Opera/9.58.(X11; Linux x86_64; tcy-IN) Presto/2.9.188 Version/11.00,Opera,desktop,Linux,83.114.115.86,TRUE,1505521,failed,2021-02-02 09:54:00,2021-02-02,9,Tue,2,Feb,2021,early morning,not_applicable,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Laura,Duffy,17,"2737 Jerry Circles Apt. 560
Mayerbury, MT 25741",MT,25741,Mayerbury,United States,iPad; CPU iPad OS 10_3_3 like Mac OS X,Other,mobile,Mac,3.84.200.149,FALSE,6905535,passed,2021-05-13 06:19:00,2021-05-13,6,Thu,13,May,2021,early morning,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Regina,Ross,81,"817 Janice Coves Apt. 319
Jadehaven, NM 79466",NM,79466,Jadehaven,Oman,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/2011-11-20 13:24:05 Firefox/3.8,Internet Explorer,desktop,Linux,131.199.124.130,FALSE,5806705,passed,2021-03-25 21:15:00,2021-03-25,21,Thu,25,Mar,2021,late evening,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Linda,Hill,73,"802 Lindsay Bypass Apt. 357
Kimberlyborough, KY 93633",KY,93633,Kimberlyborough,Slovakia (Slovak Republic),Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.01; Trident/5.1),Internet Explorer,desktop,Windows,17.12.11.248,FALSE,7121519,passed,2021-05-08 17:43:00,2021-05-08,17,Sat,8,May,2021,evening,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
James,Patton,81,"11661 Shelton Village Apt. 019
Lake Ashley, ME 69695",ME,69695,Lake Ashley,United States,Android 1.5,Other,mobile,Android,38.92.9.154,FALSE,7539549,failed,2021-05-23 15:54:00,2021-05-23,15,Sun,23,May,2021,afternoon,failed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
William,Harper,45,"7913 Smith Walk Suite 376
Mariaborough, DC 99132",DC,99132,Mariaborough,United States,iPad; CPU iPad OS 10_3_4 like Mac OS X,Other,mobile,Mac,217.169.216.242,FALSE,5122451,passed,2021-05-14 22:31:00,2021-05-14,22,Fri,14,May,2021,late evening,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Victoria,White,31,"17556 Franklin Village Apt. 461
Lake Josephmouth, AZ 36746",AZ,36746,Lake Josephmouth,Afghanistan,Mozilla/5.0 (Windows NT 5.01; nl-NL; rv:1.9.1.20) Gecko/2020-01-28 02:16:33 Firefox/9.0,Internet Explorer,desktop,Windows,163.57.67.228,FALSE,2546466,passed,2021-04-07 03:32:00,2021-04-07,3,Wed,7,Apr,2021,night,passed,not_applicable,not_applicable,passed,passed,passed,passed,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Mary,Garza,82,"7526 Karen Knoll
Josephfurt, HI 38055",HI,38055,Josephfurt,United States,Android 7.0,Other,mobile,Android,38.82.52.255,FALSE,6503918,passed,2021-04-14 02:41:00,2021-04-14,2,Wed,14,Apr,2021,night,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Kevin,Avery,23,"4401 Zamora Land Suite 327
East Williamberg, CO 28836",CO,28836,East Williamberg,Netherlands Antilles,iPad; CPU iPad OS 3_1_3 like Mac OS X,Other,mobile,Mac,200.175.164.37,FALSE,3784879,failed,2021-02-07 01:33:00,2021-02-07,1,Sun,7,Feb,2021,night,not_applicable,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Carolyn,Douglas,47,"00979 Montes Trace
New Angelaborough, TX 39930",TX,39930,New Angelaborough,Romania,Mozilla/5.0 (compatible; MSIE 7.0; Windows 95; Trident/5.0),Internet Explorer,desktop,Windows,171.244.27.228,FALSE,2011807,passed,2021-01-30 20:36:00,2021-01-30,20,Sat,30,Jan,2021,late evening,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Richard,Reed,46,"USNV Cole
FPO AA 28429",AA,28429,military,United States,iPad; CPU iPad OS 14_2_1 like Mac OS X,Other,mobile,Mac,116.101.82.52,TRUE,7428420,failed,2021-03-17 17:31:00,2021-03-17,17,Wed,17,Mar,2021,evening,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Diana,Patton,71,"9655 Allen Way Suite 315
South Donna, SD 47597",SD,47597,South Donna,United States,Android 4.4.3,Other,mobile,Android,76.35.19.162,TRUE,1703771,failed,2021-03-24 16:11:00,2021-03-24,16,Wed,24,Mar,2021,afternoon,passed,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Darlene,Page,25,"50388 Chandler Ports
Walkerside, NM 26845",NM,26845,Walkerside,United States,iPad; CPU iPad OS 3_1_3 like Mac OS X,Other,mobile,Mac,131.63.39.94,FALSE,2031545,passed,2021-05-12 23:33:00,2021-05-12,23,Wed,12,May,2021,night,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Sarah,Patterson,33,"1977 Morris Drive Apt. 341
Rubioport, RI 19771",RI,19771,Rubioport,Romania,Android 4.4,Other,mobile,Android,118.241.174.4,FALSE,4905333,passed,2020-12-30 03:17:00,2020-12-30,3,Wed,30,Dec,2020,night,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Donna,Ingram,73,"USCGC Bell
FPO AA 91489",AA,91489,military,United States,Android 8.0.0,Other,mobile,Android,148.88.56.145,FALSE,8142467,passed,2021-01-28 16:57:00,2021-01-28,16,Thu,28,Jan,2021,afternoon,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Michele,White,19,"684 Hall Ferry
Harrisonchester, KY 35485",KY,35485,Harrisonchester,United States,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/3.0),Internet Explorer,desktop,Windows,211.193.77.144,FALSE,2630402,failed,2021-04-28 01:00:00,2021-04-28,1,Wed,28,Apr,2021,night,passed,passed,passed,failed,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Michelle,Horn,39,"1854 Dennis Vista Suite 404
East Lindafort, NY 75091",NY,75091,East Lindafort,United States,Android 4.4.3,Other,mobile,Android,70.187.186.14,FALSE,1365593,passed,2021-01-30 17:57:00,2021-01-30,17,Sat,30,Jan,2021,evening,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed
Joseph,Obrien,56,"43692 Brenda Place Apt. 241
Emilyport, OR 09593",OR,09593,Emilyport,United States,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/28.0.803.0 Safari/533.0",Chrome,desktop,Windows,88.106.110.224,FALSE,8744828,passed,2021-04-30 22:37:00,2021-04-30,22,Fri,30,Apr,2021,late evening,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Tiffany,Byrd,75,"USNS Wilson
FPO AE 41985",AE,41985,military,United States,Android 7.1.1,Other,mobile,Android,106.51.104.137,FALSE,5313862,failed,2021-05-04 21:40:00,2021-05-04,21,Tue,4,May,2021,late evening,passed,passed,passed,failed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Shelly,Cobb,16,"142 Thomas Brooks
Davidborough, DE 05440",DE,05440,Davidborough,United States,Android 4.1.2,Other,mobile,Android,1.220.241.34,FALSE,7399497,failed,2021-05-04 06:58:00,2021-05-04,6,Tue,4,May,2021,early morning,not_applicable,passed,passed,passed,failed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Travis,Hill,29,"0131 Patricia Drive
East Kimberlymouth, OH 57939",OH,57939,East Kimberlymouth,United States,Android 8.0.0,Other,mobile,Android,131.70.209.228,FALSE,8692222,passed,2021-02-02 20:45:00,2021-02-02,20,Tue,2,Feb,2021,late evening,not_applicable,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Brian,Miller,73,"074 Alvarez Flat
Hudsonville, MN 27794",MN,27794,Hudsonville,United States,Android 4.4,Other,mobile,Android,209.110.58.70,Image Quality,5748226,failed,2021-05-14 07:42:00,2021-05-14,7,Fri,14,May,2021,early morning,not_applicable,failed,not_applicable,passed,failed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Crystal,Nelson,66,"5947 Joshua Camp
New Lance, AL 16988",AL,16988,New Lance,United States,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10 5_3; rv:1.9.4.20) Gecko/2021-02-18 18:32:53 Firefox/3.8,Internet Explorer,desktop,Mac,179.47.180.132,FALSE,4080363,passed,2021-04-03 17:36:00,2021-04-03,17,Sat,3,Apr,2021,evening,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Carmen,Cox,28,"3963 Ferrell Landing
East Dianamouth, ID 61143",ID,61143,East Dianamouth,United States,Android 2.2.2,Other,mobile,Android,82.240.211.172,FALSE,6921618,passed,2021-03-18 18:41:00,2021-03-18,18,Thu,18,Mar,2021,evening,passed,passed,passed,not_applicable,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Darrell,Bowen,39,"08433 Meyer Parks
Timothyhaven, CA 58711",CA,58711,Timothyhaven,United States,Android 4.4,Other,mobile,Android,9.18.243.140,Image Quality,2624560,passed,2021-03-12 23:53:00,2021-03-12,23,Fri,12,Mar,2021,night,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Brian,Garcia,22,"2399 Megan Corners Suite 336
Lisastad, UT 30636",UT,30636,Lisastad,United States,Opera/9.57.(X11; Linux i686; wo-SN) Presto/2.9.187 Version/12.00,Opera,desktop,Linux,35.125.20.111,TRUE,8502890,failed,2021-05-23 10:31:00,2021-05-23,10,Sun,23,May,2021,late morning,not_applicable,failed,not_applicable,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Michelle,Moran,72,"779 Steven Unions
Paulborough, ME 77830",ME,77830,Paulborough,United States,Android 3.2.2,Other,mobile,Android,109.105.50.116,FALSE,5219209,failed,2021-02-09 20:02:00,2021-02-09,20,Tue,9,Feb,2021,late evening,not_applicable,not_applicable,not_applicable,passed,passed,passed,failed,not_applicable,passed,passed,passed,not_applicable,not_applicable,passed,passed
Tyler,Peterson,22,"USNS Mendoza
FPO AE 19957",AE,19957,military,United States,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.01; Trident/4.0),Internet Explorer,desktop,Windows,176.248.126.103,FALSE,5821875,passed,2021-05-25 03:01:00,2021-05-25,3,Tue,25,May,2021,night,passed,passed,passed,passed,passed,passed,not_applicable,passed,passed,passed,passed,not_applicable,not_applicable,passed,passed
Michael,Garcia,,"282 Kennedy Valleys Suite 493
South Ericville, IL 74303",IL,74303,South Ericville,United States,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,Other,mobile,Mac,164.32.144.80,FALSE,3897509,failed,2020-12-31 19:47:00,2020-12-31,19,Thu,31,Dec,2020,evening,passed,failed,not_applicable,not_applicable,failed,passed,not_applicable,not_applicable,passed,failed,failed,not_applicable,not_applicable,passed,passed
